Company Legal Name,Trading Name,Region,HQ based in country,Valid website link OR leave blank,Lead Owner,Qualified as a customer at [day],Website form request send?,Message sent,Generic email,Names,Emails,
Park Mobile USA Inc,Park Mobile,North America,United States,parkmobile.io,,,,,,,,
"Park Place Payments, LLC",,North America,U.S.A.,parkplacepayments.com,,,,,,,,
PARTECH INC,,North America,U.S.A.,PARTECH.COM,,,,,,,,
AT&T Managed Services - Managed Router Services,AT&T Partner Exchange,North America,U.S.A.,partnerexchange.att.com,,,,,,,,
Cvent Passkey,,North America,U.S.A.,passkey.com,,,,,,,,
"PassportParking, Inc",,North America,U.S.A.,passportinc.com,,,,,,,,
"Patientco Holding, Inc.",Patientco,North America,United States,patientco.com,,,,,,,,
PatientPay,,North America,U.S.A.,patientpay.com,,,,,,,,
"Patolus Operations, LLC",,North America,United States,patolus.com,,,,,,,,
Patron Manager,,North America,United States,patrontechnology.com,,,,,,,,
"Pax Technology, Inc",,North America,U.S.A.,pax.us,,,,,,,,
Amazon Payments Inc,,North America,U.S.A.,pay.amazon.com,,,,,,,,
Pay.Gov - Bureau of the Fiscal Service - U.S. Department of the Treasury,,North America,U.S.A.,pay.gov,,,,,,,,
"PayActiv, Inc.",,North America,U.S.A.,payactiv.com,,,,,,,,
"NAB Pay Pay Anywhere, LLC",Pay Anywhere,North America,United States,payanywhere.com,,,,,,,,
PayArc LLC,,North America,U.S.A.,payarc.com,,,,,,,,
PayAssist,,North America,U.S.A.,payassistinc.com,,,,,,,,
PayByPhone Technologies Inc.,PayByPhone,North America,CANADA,paybyphone.com,,,,,,,,
PayCanada Corp,PayCanada,North America,CANADA,paycanada.com,,,,,,,,
PayCard International,,North America,U.S.A.,paycardintl.com,,,,,,,,
PayCertify,,North America,U.S.A.,paycertify.com,,,,,,,,
Paychex,,North America,U.S.A.,paychex.com,,,,,,,,
"Paydemand, Inc",,North America,U.S.A.,paydemand.com,,,,,,,,
Chromedio LLC,Payefx,North America,United States,payefx.com,,,,,,,,
"Ohms, Inc. Dba: Payex",,North America,U.S.A.,payex360.com,,,,,,,,
PayFabric,,North America,U.S.A.,payfabric.com,,,,,,,,
PayFacto Payments Inc.,PayFacto,North America,CANADA,payfacto.com,,,,,,,,
Payfirma Financial Corporation,Payfirma,North America,CANADA,payfirma.com,,,,,,,,
PayForward,,North America,U.S.A.,payforward.com,,,,,,,,
"PayGo Processing, LLC",PayGo POS,North America,United States,paygopos.com,,,,,,,,
"PayGround, Inc.",,North America,U.S.A.,payground.com,,,,,,,,
"PayHero, Inc",Payhero,North America,CANADA,payhero.co,,,,,,,,
"The Pay It Forward Group, Inc.",,North America,U.S.A.,payitforwardprocessing.com,,,,,,,,
"PayIt, LLC",PayIt,North America,U.S.A.,payitgov.com,,,,,,,,
Payitiv LLC,,North America,U.S.A.,payitiv.com,,,,,,,,
Payix Incorporated,,North America,U.S.A.,payix.net,,,,,,,,
PayJet,PayJet,North America,U.S.A.,payjet.net,,,,,,,,
PayJunction,,North America,U.S.A.,payjunction.com,,,,,,,,
"Merchant Payments Acceptance Corp, LLC",,North America,U.S.A.,paykings.com,,,,,,,,
"PayKoncept Merchant Services, LLC",,North America,U.S.A.,paykoncept.com,,,,,,,,
"Paylani, LLC",,North America,U.S.A.,paylani.com,,,,,,,,
"PayLease, LLC",PayLease,North America,U.S.A.,paylease.com,,,,,,,,
Payliance,,North America,U.S.A.,payliance.com,,,,,,,,
"Payline Data Services, LLC",,North America,U.S.A.,paylinedata.com,,,,,,,,
"Paylite Merchant Services, Inc",Paylite Merchant Services Inc,North America,CANADA,paylite.ca,,,,,,,,
PayMaple LLC,PayMaple,North America,United States,paymaple.com,,,,,,,,
"Payment Data Systems, Inc.",Singular Payments,North America,United States,paymentdata.com,,,,,,,,
"Payment Depot, Inc",,North America,U.S.A.,paymentdepot.com,,,,,,,,
"Payment Logistics, LLC",,North America,U.S.A.,paymentlogistics.com,,,,,,,,
Payment Revolution LLC,,North America,U.S.A.,paymentrevolution.com,,,,,,,,
"Coalesce Payments, LLC",Coalesce Payments,North America,U.S.A.,payments.coalesceservices.com,,,,,,,,
"Insurance Data Services, Inc",,North America,United States,payments.insurance-data.com,,,,,,,,
"Payment Service Network, Inc.",,North America,U.S.A.,paymentservicenetwork.com,,,,,,,,
"Payment Solution, Inc",,North America,U.S.A.,paymentsolutioninc.com,,,,,,,,
Payment Source Inc.,Payment Source,North America,CANADA,paymentsource.ca,,,,,,,,
"PaymentStars, Inc",,North America,U.S.A.,paymentstars.com,,,,,,,,
Payment Transaction Systems,,North America,U.S.A.,paymenttransactionsystems.com,,,,,,,,
Paymentus Corporation,,North America,U.S.A.,paymentus.com,,,,,,,,
"Paymentwall, Inc",Paymentwall,North America,United States,paymentwall.com,,,,,,,,
Payment World,,North America,U.S.A.,paymentworld.com,,,,,,,,
Paymetric,,North America,U.S.A.,paymetric.com,,,,,,,,
"PAYMOTION, INC.",PAYMOTION,North America,CANADA,paymotion.com,,,,,,,,
"Paynet Merchant Services, Inc.",,North America,U.S.A.,paynetsystems.com,,,,,,,,
Paynetworx LLC,,North America,U.S.A.,paynetworx.com,,,,,,,,
PNS Partners LLC,,North America,U.S.A.,paynseconds.com,,,,,,,,
Pay-O-Matic Corp,,North America,U.S.A.,payomatic.com,,,,,,,,
"Payoneer, Inc.",,North America,U.S.A.,payoneer.com,,,,,,,,
Pams Lunchroom LLC,,North America,U.S.A.,paypams.com,,,,,,,,
2282561 Ontario Inc,,North America,CANADA,payplus.ca,,,,,,,,
"Payment Processing, Inc.",Payment,North America,U.S.A.,paypros.com,,,,,,,,
PayQuicker LLC,,North America,U.S.A.,payquicker.com,,,,,,,,
"Payrix, LLC",,North America,U.S.A.,payrix.com,,,,,,,,
"Payroc Payment Systems, LLC",,North America,U.S.A.,payroc.com,,,,,,,,
"iPayment, Inc.",iPayment,North America,U.S.A.,ipaymentinc.com,,,,,,,,
Payscape Advisors,,North America,U.S.A.,payscape.com,,,,,,,,
"Paysign, Inc",,North America,U.S.A.,paysign.com,,,,,,,,
"PaySimple, Inc.",,North America,U.S.A.,paysimple.com,,,,,,,,
Paysouth Merchant Services LLC,,North America,U.S.A.,paysouth.com,,,,,,,,
PaySpan Inc,,North America,U.S.A.,payspan.com,,,,,,,,
"PayStand, Inc",Paystand,North America,United States,paystand.com,,,,,,,,
Canada Wide POS,Paystone,North America,CANADA,paystone.com,,,,,,,,
"Payswipe, Inc.",,North America,U.S.A.,payswipe.com,,,,,,,,
Paytek Ltd.,,North America,U.S.A.,paytek.net,,,,,,,,
Paytm Labs Inc,Paytm,North America,CANADA,paytmlabs.com,,,,,,,,
Paytrace,,North America,U.S.A.,paytrace.net,,,,,,,,
Payvision BV,,North America,U.S.A.,payvision.com,,,,,,,,
"Payway, Inc.",,North America,U.S.A.,payway.com,,,,,,,,
PayZang,PayZang,North America,United States,payzang.com,,,,,,,,
"Payzone Systems, Inc.",,North America,U.S.A.,payzonesystems.com,,,,,,,,
Premier Processing Systems,,North America,U.S.A.,pbastl.com,,,,,,,,
"PBD WorldWide, Inc.",,North America,U.S.A.,pbd.com,,,,,,,,
"PBS Financial Systems, Inc.",PBS Systems,North America,CANADA,pbssystems.com,,,,,,,,
"Platinum Choice Bancard, LLC",,North America,U.S.A.,pcbancard.com,,,,,,,,
PCI CONSULTING GROUP,,North America,U.S.A.,pcicg.com,,,,,,,,
PCI Pal (U.S.) Inc,,North America,USA,pcipal.com,,,,,,,,
"PCIPay, LLC",,North America,U.S.A.,pcipay.com,,,,,,,,
"Evergreen Business Soultions, Inc",,North America,U.S.A.,pciprofessionals.com,,,,,,,,
"Petroleum Card Services, LLC",,North America,U.S.A.,pcspayments.com,,,,,,,,
"Paradigm Services, Inc",,North America,U.S.A.,pddirect.com,,,,,,,,
Payment Data Exchange LLC,,North America,U.S.A.,pdex.com,,,,,,,,
"PDQ Merchant Enterprises, Inc.",,North America,U.S.A.,pdqmerchantenterprises.com,,,,,,,,
Signature Systems Inc,,North America,U.S.A.,pdqsecurity.com,,,,,,,,
Peapod LLC,,North America,U.S.A.,peapod.com,,,,,,,,
Promutus,,North America,U.S.A.,pentius.com,,,,,,,,
PerfectMind Inc.,PerfectMind,North America,CANADA,perfectmind.com,,,,,,,,
Perfect Plastic Printing Corporation,,North America,U.S.A.,perfectplastic.com,,,,,,,,
"PSOnline, LLC",,North America,U.S.A.,periodicalservices.com,,,,,,,,
Persolvent,,North America,U.S.A.,persolvent.com,,,,,,,,
"Petal Card, Inc.",,North America,U.S.A.,petalcard.com,,,,,,,,
"Prepaid Expense Card Solutions, Inc.",,North America,U.S.A.,pexcard.com,,,,,,,,
"PFS web, Inc",,North America,U.S.A.,pfsweb.com,,,,,,,,
"Phoenix Cardnet, Inc.",,North America,U.S.A.,phoenixcardnet.com,,,,,,,,
"Phoenix Managed Networks, LLC",,North America,U.S.A.,phoenixmanagednetworks.com,,,,,,,,
"PhoenixNap, LLC",,North America,U.S.A.,phoenixnap.com,,,,,,,,
Phreesia Inc,Phreesia,North America,U.S.A.,phreesia.com,,,,,,,,
Metro Bancard LLC / Dba: Metro Bancard,,North America,U.S.A.,pickmetro.com,,,,,,,,
"Pineapple Payments OPCO, LLC",,North America,U.S.A.,pineapplepayments.com,,,,,,,,
"Pinnacle Payment Services, Inc",,North America,U.S.A.,pinnaclepaymentservicesinc.com,,,,,,,,
"Three Rivers National, Inc",,North America,U.S.A.,pitsdc.com,,,,,,,,
Pivotal Payments Inc,,North America,United States,pivotalpayments.com,,,,,,,,
Rentshare,Placepay,North America,U.S.A.,placepay.com,,,,,,,,
Plastic Men Incorporated,,North America,U.S.A.,plasticmaninc.com,,,,,,,,
"Plastiq, Inc",,North America,U.S.A.,plastiq.com,,,,,,,,
Platinum Age Merchant Services Inc,,North America,U.S.A.,platinum-age.com,,,,,,,,
Platinum Payments LLC,,North America,U.S.A.,platinum-payments.com,,,,,,,,
"Platinum Relations, LLC",,North America,U.S.A.,platinumrelations.com,,,,,,,,
Platinum Payment Systems LLC,,North America,U.S.A.,platpay.com,,,,,,,,
Pllenty Inc,Pllenty,North America,CANADA,plentygoodfood.com,,,,,,,,
PLS Financial Services,,North America,U.S.A.,plsfinancial.com,,,,,,,,
"Plug & Pay Technologies, Inc.",,North America,U.S.A.,plugnpay.com,,,,,,,,
Plum Voice,,North America,U.S.A.,plumvoice.com,,,,,,,,
"Partner Management Group, LLC",Partners management Group,North America,U.S.A.,pmgnyc.com,,,,,,,,
Overland Rentals Inc,,North America,U.S.A.,point-of-rental.com,,,,,,,,
Point&Pay,,North America,U.S.A.,pointandpay.com,,,,,,,,
Shakensoft,Shakensoft,North America,U.S.A.,pointos.com,,,,,,,,
"PointPay NGS, LLC",,North America,U.S.A.,pointpayngs.com,,,,,,,,
"Pomeroy IT Solutions Sales, Inc",,North America,U.S.A.,pomeroy.com,,,,,,,,
Bell National Hosting Services,Bell NHS,North America,CANADA,portal.bellnhs.ca,,,,,,,,
"Toast, Inc",Toast,North America,U.S.A.,pos.toasttab.com,,,,,,,,
POSconnect Inc,POSconnect Inc,North America,CANADA,posconnect.com,,,,,,,,
"POSDATA Group, Inc.",,North America,U.S.A.,posdata.com,,,,,,,,
"POS Buying Group, Inc.",POS Buying Group,North America,CANADA,posgroup.com,,,,,,,,
POS Network Plus L.L.C.,,North America,U.S.A.,posnp.com,,,,,,,,
POS Partner Inc,,North America,U.S.A.,pospartnerny.com,,,,,,,,
POS Portal,,North America,U.S.A.,posportal.com,,,,,,,,
POS Systems 2013 Ltd,POS Systems,North America,CANADA,possystems.com,,,,,,,,
"POST Integrations, Inc.",,North America,U.S.A.,postint.com,,,,,,,,
Cinco Corporation,Cinco Corporation,North America,U.S.A.,potatocorner.com,,,,,,,,
Poynt Co,,North America,U.S.A.,poynt.com,,,,,,,,
"Payment Processing Consultants, Inc.",,North America,U.S.A.,ppcsales.com,,,,,,,,
"Tidal Commerce, Inc.",,North America,U.S.A.,ppsbankcard.com,,,,,,,,
Prairie POS Connection Inc,Prairie POS,North America,CANADA,prairiepos.com,,,,,,,,
Precision Payments Inc,,North America,U.S.A.,precisionpaymentsinc.com,,,,,,,,
Preferred Card Services,,North America,U.S.A.,preferredcard.net,,,,,,,,
"Preferred Merchant Services, LLC",,North America,U.S.A.,preferredmerchantservices.net,,,,,,,,
Premier Merchant Services,Premier,North America,U.S.A.,premier-fin.com,,,,,,,,
"Premier Bank Card, Inc.",,North America,U.S.A.,premierbankltd.com,,,,,,,,
"Premier Payment Holding, LLC",,North America,U.S.A.,premierpayments.com,,,,,,,,
"Premier Payments Online, Inc",,North America,U.S.A.,premierpaymentsonline.com,,,,,,,,
"Premium Card Solutions, LLC",,North America,U.S.A.,premiumcardsolutions.com,,,,,,,,
"Brightwell Payments, Inc.",,North America,U.S.A.,prepaidsolutions.com,,,,,,,,
"Primary Merchant Solutions, Inc.",,North America,U.S.A.,primaryms.com,,,,,,,,
Primary Payment Solutions Inc,,North America,U.S.A.,primarypays.com,,,,,,,,
"T.K. Keith Company, Inc. (dba Primax)",,North America,U.S.A.,primax.us,,,,,,,,
"PRIMEIROPAY MEXICO, S. DE R.L. DE C.V.",,North America,MEXICO,primeiropay.com,,,,,,,,
Prime Pay,,North America,U.S.A.,primepay.com,,,,,,,,
"Vcek, Inc.",Prime Payment Services,North America,U.S.A.,primepayment.net,,,,,,,,
Priority Commercial Payments,,North America,U.S.A.,prioritycommercialpayments.com,,,,,,,,
"Priority Integrated Solutions, LLC",,North America,U.S.A.,prioritypaymentseastcoast.com,,,,,,,,
Priority Payment Systems,,North America,U.S.A.,prioritypaymentsystems.com,,,,,,,,
"Ploutos Holdings, LLC",,North America,U.S.A.,prismpay.com,,,,,,,,
"Pay With Privacy, Inc.",,North America,U.S.A.,privacy.com,,,,,,,,
ProCare Software,,North America,U.S.A.,procaresoftware.com,,,,,,,,
"Proceed Pay, LLC",,North America,U.S.A.,proceedpay.com,,,,,,,,
Process4Change LLC,,North America,U.S.A.,process4change.com,,,,,,,,
Processing Point Inc,,North America,U.S.A.,processing.com,,,,,,,,
"Paysafe Partners, LP",,North America,U.S.A.,processing.paysafe.com,,,,,,,,
"Processing For Good, Inc.",,North America,U.S.A.,processingforgood.com,,,,,,,,
Processing Partners Inc.,,North America,U.S.A.,processingpartners.com,,,,,,,,
"Processingpoint, LLC",,North America,U.S.A.,processingpoint.com,,,,,,,,
Processing Solutions Inc,,North America,U.S.A.,processingsolutions.com,,,,,,,,
National Merchant Services,,North America,U.S.A.,processnms.com,,,,,,,,
"Processone Merchant Solutions, Inc",Process one,North America,CANADA,processone.ca,,,,,,,,
Turnkey Processing LLC,,North America,U.S.A.,processwithturnkey.com,,,,,,,,
ProCharge,,North America,U.S.A.,procharger.com,,,,,,,,
Granite Payment Alliance,,North America,U.S.A.,progpa.com,,,,,,,,
"Oportun, Inc.",,North America,U.S.A.,progressfin.com,,,,,,,,
Progressive Payments Advisors LLC,Progressive,North America,U.S.A.,progressivepayment.com,,,,,,,,
ProMerchant LLC,,North America,U.S.A.,promerchant.com,,,,,,,,
"Assembly Payments, Inc.",,North America,U.S.A.,promisepay.com,,,,,,,,
"PROPAY USA, INC",,North America,United States,propay.com,,,,,,,,
"Propel, Inc.",,North America,U.S.A.,propel-inc.com,,,,,,,,
"Entrata, Inc.",,North America,U.S.A.,propertysolutions.com,,,,,,,,
"Prospay, Inc.",,North America,U.S.A.,prospay.us,,,,,,,,
Protec Secure Card,,North America,U.S.A.,protecsecurecard.com,,,,,,,,
Protovision Solutions Inc.,Protovision,North America,CANADA,protovisioninc.com,,,,,,,,
Tickets.com ProVenue Online,Provenue,North America,U.S.A.,provenue.tickets.com,,,,,,,,
Payment Service Interactive Gateway Inc.,PSI Gate,North America,CANADA,psigate.com,,,,,,,,
PSP Card Services Inc.,PSP,North America,CANADA,pspcardservices.com,,,,,,,,
"ZirMed, Inc.","ZirMed,",North America,U.S.A.,public.zirmed.com,,,,,,,,
Pulse Network LLC,,North America,U.S.A.,pulsenetwork.com,,,,,,,,
"Punchey, Inc.",Punchey Inc.,North America,United States,punchey.com,,,,,,,,
"Qgiv, Inc.",,North America,U.S.A.,qgiv.com,,,,,,,,
Quantum Rails Services,,North America,U.S.A.,qrails.com,,,,,,,,
QS/1 Data Systems,,North America,U.S.A.,qs1.com,,,,,,,,
"QSI, Inc",,North America,U.S.A.,qsibanking.com,,,,,,,,
Quality Technology Services,,North America,U.S.A.,qtsdatacenters.com,,,,,,,,
"QUALFON DATA SERVICES, LLC",,North America,U.S.A.,qualfon.com,,,,,,,,
QualPay,,North America,U.S.A.,qualpay.com,,,,,,,,
Quantum Electronic Payments LLC,,North America,U.S.A.,quantumelectronicpayments.com,,,,,,,,
"Quantus One Technology, LLC",,North America,U.S.A.,quantusone.com,,,,,,,,
"Quest Payments, LLC",,North America,U.S.A.,questpayments.com,,,,,,,,
Intuit Canada ULC,,North America,United States,quickbooks.intuit.com,,,,,,,,
"Intuit Inc. - Innovative Merchant Solutions, LLC",Intuit Quickbooks,North America,U.S.A.,innovativemerchantsolutionssd.com,,,,,,,,
QuikStor,,North America,U.S.A.,quikstor.com,,,,,,,,
"Qtech, Inc.",,North America,U.S.A.,qwestpayments.com,,,,,,,,
"Racetrac Petroleum, Inc.",,North America,U.S.A.,racetrac.com,,,,,,,,
Rackspace Limited,,North America,U.S.A.,rackspace.com,,,,,,,,
Fiserv - Raddon,Raddon,North America,U.S.A.,raddon.com,,,,,,,,
"Radial, Inc.",Radial,North America,United States,radial.com,,,,,,,,
"Radiant Payment Systems, Inc",Radiant Pay,North America,U.S.A.,radiantpay.com,,,,,,,,
Radisson Hospitality,Radisson,North America,U.S.A.,radissonhospitalityab.com,,,,,,,,
Piryx Inc,rally.org,North America,United States,rally.org,,,,,,,,
"Rapid Investments, Inc.",,North America,U.S.A.,rapidinvestmentsllc.com,,,,,,,,
"357 US Investments, LLC",,North America,U.S.A.,rapidmerchants.com,,,,,,,,
"Rapyd Financial Technology, US, Inc.",,North America,U.S.A.,rapyd.net,,,,,,,,
Ravelin Technology Limited,,North America,U.S.A.,ravelin.com,,,,,,,,
Raymond James,,North America,U.S.A.,raymondjames.com,,,,,,,,
Moneris Shared Cash Dispensing (SCD) and Payment Systems Infrastructure at the Royal Bank of Canada,RBC Royal Bank,North America,CANADA,rbcroyalbank.com,,,,,,,,
"SEA Forever, LLC",,North America,U.S.A.,rbpaccess.com,,,,,,,,
The RDI Corporation,,North America,U.S.A.,rdicorp.com,,,,,,,,
"RDI Marketing Services, Inc.",,North America,U.S.A.,rdimarketing.com,,,,,,,,
"Ready Financial Group, Inc",,North America,U.S.A.,readyfinancial.com,,,,,,,,
"Real Green Systems, LLC",,North America,U.S.A.,realgreen.com,,,,,,,,
Real Page,,North America,U.S.A.,realpage.com,,,,,,,,
"Real Pay, Inc",,North America,U.S.A.,realpay.net,,,,,,,,
Real Time Merchant Services,Real Time debit,North America,CANADA,realtimedebit.com,,,,,,,,
"Rebiz, LLC",,North America,U.S.A.,rebiz.com,,,,,,,,
Retriever Medical Dental Payments LLC,Retriever,North America,U.S.A.,rectanglehealth.com,,,,,,,,
Recurly Inc,,North America,U.S.A.,recurly.com,,,,,,,,
Rediker Software Inc,,North America,United States,rediker.com,,,,,,,,
Redstone Consulting Limited,,North America,USA,redstoneconsultinggroup.org,,,,,,,,
Redstone Payment Solutions,,North America,U.S.A.,redstonepayments.com,,,,,,,,
"Registration Max, LLC",Registration Max,North America,United States,registrationmax.com,,,,,,,,
"Tachy Technologies, LLC",ReliaBills,North America,United States,reliabills.com,,,,,,,,
"Reliable Merchant Services, LLC",Reliable Card Service,North America,U.S.A.,reliablecardservice.com,,,,,,,,
Reliable Data Processing LLC,,North America,U.S.A.,reliabledatausa.com,,,,,,,,
DPS GreenPay LLC,Reliable Payments,North America,U.S.A.,reliablepayments.com,,,,,,,,
ReliaFund Inc.,,North America,United States,reliafund.com,,,,,,,,
"Reliance Star Payment Services, Inc",Reliance Star Payment Services,North America,U.S.A.,reliancestar.com,,,,,,,,
"Reliant Processing Services, LLC",,North America,U.S.A.,reliant-processing.com,,,,,,,,
"ReliantPay, Inc",,North America,U.S.A.,reliantpay.com,,,,,,,,
"Reli Solutions, Inc",,North America,U.S.A.,relisolutions.com,,,,,,,,
"Rellevate, LLC",,North America,U.S.A.,rellevate.com,,,,,,,,
"Remitly, Inc.",,North America,U.S.A.,remitly.com,,,,,,,,
Rentigo Inc,,North America,U.S.A.,rentigo.com,,,,,,,,
RentMoola Payment Solutionss Inc.,RentMoola,North America,Canada,rentmoola.com,,,,,,,,
"i3-RS, LLC",RentShare,North America,United States,rentshare.com,,,,,,,,
"M & A Ventures, LLC",,North America,U.S.A.,repay.com,,,,,,,,
Republic Payment Systems LLC,,North America,U.S.A.,republicpayment.com,,,,,,,,
The Results Companies LLC. .,,North America,U.S.A.,resultstel.com,,,,,,,,
"Retail Control Systems, Inc.",,North America,U.S.A.,retailcontrolsystems.com,,,,,,,,
Michigan Retailers Association,,North America,U.S.A.,retailers.com,,,,,,,,
"Retail Lockbox, Inc.",,North America,U.S.A.,retaillockbox.com,,,,,,,,
"Retail Point II, LLC",,North America,U.S.A.,retailpoint.com,,,,,,,,
"Retail Success, LLC",Retail Success,North America,United States,retailsuccess.com,,,,,,,,
"Retriever of Jackson, Inc.",,North America,U.S.A.,retrievernpc.com,,,,,,,,
Rev.io LLC,,North America,United States,rev.io,,,,,,,,
"Rev19, LLC",,North America,U.S.A.,rev19.net,,,,,,,,
"Revel Systems, Inc.",,North America,U.S.A.,revelsystems.com,,,,,,,,
Revention Inc,,North America,U.S.A.,revention.com,,,,,,,,
"REVENUEWIRE, INC.",REVENUEWIRE,North America,CANADA,revenuewire.com,,,,,,,,
Revolut LTD,Revolut,North America,CANADA,revolut.com,,,,,,,,
TMS of MD LLC,,North America,U.S.A.,revolution-payments.com,,,,,,,,
"RevSpring, Inc.",,North America,U.S.A.,revspringinc.com,,,,,,,,
RevTrak Inc,RevTrak,North America,United States,revtrak.com,,,,,,,,
Rewards Network,,North America,U.S.A.,rewardsnetwork.com,,,,,,,,
RewardsPay Inc.,RewardsPay,North America,United States,rewardspay.com,,,,,,,,
"Rezello Payment Processing, Inc.",,North America,U.S.A.,rezello.com,,,,,,,,
